NAME,GENDER,NACIONALITY,ROLE,ACRONYM,OFICIAL_NAME,START_DATE,END_DATE,TOPICS,STATION,INSTITUTIONS_LEAD,INST_LEAD_COUNTRY,FUNDING_SOURCES,Finished,lon,lat
"Joshua, Traub",M,US,Principal Investigator,Stabilizing selection with O. pumilio,A test of stabilizing selection with the aposematic poison frog Oophaga pumilio in Costa Rica,06/10/2013,08/15/2013,,La Selva,John Carroll University; John Carroll University,US,,Rejected,-81.5293129,41.490507
"Karla, Rivera Caceres",F,MX,Principal Investigator,Duet development in plain wrens,Ontogeny of duet coordination  in plain wrens,05/25/2013,07/18/2013,"plain wren
Thryothorus wrens
Duet coordination
Duet development
Song learning",La Selva,University of Miami,US,Kushlan fund,Finished,-80.2746368,25.7178924
"Enri, Castro",M,CR,Student,Flora Digital,Florula Digital de La Selva,06/01/2004,,"Plantas, Web, Herbario, Taxonomía, Historia Natural",La Selva,Organization for Tropical Studies,CR,CRUSA; National Science Foundation NSF; OTS - OET; Stone Family,Approved,-78.922621,36.001447
"Enrique, Castro",M,CR,Co-PI,Flora Digital,Florula Digital de La Selva,06/01/2004,,"Plantas, Web, Herbario, Taxonomía, Historia Natural",La Selva,Organization for Tropical Studies,CR,CRUSA; National Science Foundation NSF; OTS - OET; Stone Family,Approved,-78.922621,36.001447
"Jose, Gonzalez",M,CR,Collaborator,Flora Digital,Florula Digital de La Selva,06/01/2004,,"Plantas, Web, Herbario, Taxonomía, Historia Natural",La Selva,Organization for Tropical Studies,CR,CRUSA; National Science Foundation NSF; OTS - OET; Stone Family,Approved,-78.922621,36.001447
"Marisol, Luna",F,CR,Technician,Flora Digital,Florula Digital de La Selva,06/01/2004,,"Plantas, Web, Herbario, Taxonomía, Historia Natural",La Selva,Organization for Tropical Studies,CR,CRUSA; National Science Foundation NSF; OTS - OET; Stone Family,Approved,-78.922621,36.001447
"Orlando, Vargas",M,CR,Principal Investigator,Flora Digital,Florula Digital de La Selva,06/01/2004,,"Plantas, Web, Herbario, Taxonomía, Historia Natural",La Selva,Organization for Tropical Studies,CR,CRUSA; National Science Foundation NSF; OTS - OET; Stone Family,Approved,-78.922621,36.001447
"John, Hash",M,US,Principal Investigator,Myriophora,Systematics and Behavior of the Millipede Parasitoid Genus Myriophora,08/10/2013,08/25/2013,"Myriophora, Phoridae, Diptera, Millipedes, Taxonomic Revision, Parasitoid",La Selva,"University of California, Riverside ( UCR )",US,"Entomological Society of America, Systematics and Evolutionary Biology Section",Finished,-117.3280644,33.9737055
"rebecca, haynes",F,US,Principal Investigator,Conservation of Mammals,A Study of Policies and Attitudes Concerning the Conservation of Central American Mammals,07/04/2013,08/09/2013,"conservation, biodiversity, mammals, human-wildlife conflict, livestock, policy, camera traps, ",Las Cruces,Princeton University,US,,Rejected,-74.6550739,40.3430942
"Gretchen, North",F,US,Principal Investigator,Bromelias tipo tanque,Diversidad filogenética y funcional de bacterias asociadas con las bromeliáceas tipo tanque,05/25/2010,08/09/2013,"Bromelias, estructura de la hoja y del funtion, hidráulica hoja",La Selva,Occidental College,US,,Finished,-118.2101144,34.1273187
"Matthew, Fagan",M,US,Principal Investigator,The changing matrix,"The changing matrix: Assessing connectivity in a Costa Rican habitat corridor
      La transformación de matriz: Evaluación de la conectividad en un corredor de hábitat de Costa Rica
",08/01/2009,05/01/2014,"remote sensing, birds, behavior, movement ecology",La Selva,Columbia University,US,,Finished,-73.9625727,40.8075355
"Virginia, Emery",F,US,Principal Investigator,Ant hydrocarbons,Collection of cuticular hydrocarbons from ants as a tool for bioinventories and to inform the chemical ecology of ants,06/07/2013,07/31/2013,"Cuticular hydrocarbons, Formicidae, ants, chemical ecology, chemotaxonomy",La Selva,"University of California, Berkeley",US,Natural Sciences and Engineering Research Council of Canada; Personal funds,Finished,-122.2585399,37.8718992
"Virginia, Emery",F,US,Principal Investigator,Ant hydrocarbons,Collection of cuticular hydrocarbons from ants as a tool for bioinventories and to inform the chemical ecology of ants,06/07/2013,07/31/2013,"Cuticular hydrocarbons, Formicidae, ants, chemical ecology, chemotaxonomy",Palo Verde,"University of California, Berkeley",US,Natural Sciences and Engineering Research Council of Canada; Personal funds,Finished,-122.2585399,37.8718992
"Virginia, Emery",F,US,Principal Investigator,Ant hydrocarbons,Collection of cuticular hydrocarbons from ants as a tool for bioinventories and to inform the chemical ecology of ants,06/07/2013,07/31/2013,"Cuticular hydrocarbons, Formicidae, ants, chemical ecology, chemotaxonomy",Las Cruces,"University of California, Berkeley",US,Natural Sciences and Engineering Research Council of Canada; Personal funds,Finished,-122.2585399,37.8718992
"Adrea, Gonzalez-Karlsson",F,US,Principal Investigator,Adrea,Adrea Gonzalez-Karlsson,06/18/2013,06/26/2013,"Ithomiine, multispecies aggregation, interspecific communication ",Las Cruces,"University of California, Los Angeles",US,,Finished,-118.4451811,34.068921
"Camille, Brzechffa",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Chelsea, Blankenchip",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Dana, Michels",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Elizabeth, Braker",F,US,Co-PI,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Hannah, Hayes",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Kalia, Bistolas",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Kenna, Ruis",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Maeve, Secor",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Naomi, Field",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Rachel, Sidebottom",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Shana, Goffredi",F,US,Principal Investigator,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"Vanessa, Rodriguez",F,US,Student,bacterias asociadas con los insectos tropicales,Influencia de la planta huésped en la biodiversidad y prevalencia de las bacterias asociadas con los insectos tropicales,05/25/2012,,See attached progress report from 2012,La Selva,Occidental College,US,,Approved,-118.2101144,34.1273187
"David, Lubertazzi",M,US,Principal Investigator,Pheidole: Adaptive Radiation,Pheidole: Adaptive radiation in a hyperdiverse ant genus. / Pheidole: radiación adaptativa en un género hiperdiverso de hormigas. ,06/24/2013,06/26/2013,"Adaptive Radiation, Species co-existence, Formicidae, Pheidole.",La Selva,Harvard University,US,Green Fund,Finished,-71.1166601,42.3770029
"Kathleen, Horton",F,US,Field Assistant,Pheidole: Adaptive Radiation,Pheidole: Adaptive radiation in a hyperdiverse ant genus. / Pheidole: radiación adaptativa en un género hiperdiverso de hormigas. ,06/24/2013,06/26/2013,"Adaptive Radiation, Species co-existence, Formicidae, Pheidole.",La Selva,Harvard University,US,Green Fund,Finished,-71.1166601,42.3770029
"Alice, Alonso",F,BE,Principal Investigator,TB Project,"Towards a Sustainable Management of Water Resources: Understanding the Interactions between Anthropogenic Activities and Natural System - A Case Study in the Tempisque-Bebedero watershed, NW Costa-Rica",08/15/2012,,"Integrated water resources management
Wetland hydric balance
DFA
Hydrologic modeling",Palo Verde,University of Florida,US,,Approved,-82.3549302,29.6436325
"Ademar, Hurtado",M,CR,Field Assistant,Plantulas,LTREB: Woody seedling dynamics in a wet tropical forest & species coexistence,02/01/2001,,see attached files,La Selva,Organization for Tropical Studies,CR,,Approved,-78.922621,36.001447
"Adrian, Porras",M,CR,Field Assistant,Plantulas,LTREB: Woody seedling dynamics in a wet tropical forest & species coexistence,02/01/2001,,see attached files,La Selva,Organization for Tropical Studies,CR,,Approved,-78.922621,36.001447
"Corine, Vriesendorp",F,US,Co-PI,Plantulas,LTREB: Woody seedling dynamics in a wet tropical forest & species coexistence,02/01/2001,,see attached files,La Selva,"Field Museum of Natural History, Chicago",US,,Approved,-87.6169805,41.866261
"Ralph, Garcia",M,CR,Field Assistant,Plantulas,LTREB: Woody seedling dynamics in a wet tropical forest & species coexistence,02/01/2001,,see attached files,La Selva,Organization for Tropical Studies,CR,,Approved,-78.922621,36.001447
"Richard, Kobe",M,US,Principal Investigator,Plantulas,LTREB: Woody seedling dynamics in a wet tropical forest & species coexistence,02/01/2001,,see attached files,La Selva,Michigan State University,US,,Approved,-84.4821719,42.701848
"Monica, Alcocer Rodriguez",F,ES,Field Assistant,Bioacústica en Alouatta  palliata,Análisis bioacústico comparativo entre áreas preservadas de la degradación humana en México y en Costa Rica.,07/26/2013,12/31/2013,long-distance calls. Alouatta palliata.,La Selva,Universitat de Barcelona,ES,,Finished,2.163948,41.3866167
"gonzalo, oliveros",M,ES,Principal Investigator,Bioacústica en Alouatta  palliata,Análisis bioacústico comparativo entre áreas preservadas de la degradación humana en México y en Costa Rica.,07/26/2013,12/31/2013,long-distance calls. Alouatta palliata.,La Selva,Universitat de Barcelona,ES,,Finished,2.163948,41.3866167
"Adrián, Pinto",M,CR,Principal Investigator,Manejo alternativo de zompopas,Manejo alternativo de zompopas (géneros Atta y Acromyrmex) mediante el uso de microorganismos entomopatógenos y antagonistas del hongo cultivado por las hormigas: enfoque multidisciplinario para solucionar un problema del agro costarricense¿,06/01/2013,06/30/2018,"zompopas, control biológico, enfoque multidisciplinario",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"CATALINA, MURILLO",F,CR,Collaborator,Manejo alternativo de zompopas,Manejo alternativo de zompopas (géneros Atta y Acromyrmex) mediante el uso de microorganismos entomopatógenos y antagonistas del hongo cultivado por las hormigas: enfoque multidisciplinario para solucionar un problema del agro costarricense¿,06/01/2013,06/30/2018,"zompopas, control biológico, enfoque multidisciplinario",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"Charlotte, Francoeur",F,US,Student,Manejo alternativo de zompopas,Manejo alternativo de zompopas (géneros Atta y Acromyrmex) mediante el uso de microorganismos entomopatógenos y antagonistas del hongo cultivado por las hormigas: enfoque multidisciplinario para solucionar un problema del agro costarricense¿,06/01/2013,06/30/2018,"zompopas, control biológico, enfoque multidisciplinario",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"Heidi, Horn",F,US,Student,Manejo alternativo de zompopas,Manejo alternativo de zompopas (géneros Atta y Acromyrmex) mediante el uso de microorganismos entomopatógenos y antagonistas del hongo cultivado por las hormigas: enfoque multidisciplinario para solucionar un problema del agro costarricense¿,06/01/2013,06/30/2018,"zompopas, control biológico, enfoque multidisciplinario",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"JOSE FABIAN, CERDAS",M,CR,Student,Manejo alternativo de zompopas,Manejo alternativo de zompopas (géneros Atta y Acromyrmex) mediante el uso de microorganismos entomopatógenos y antagonistas del hongo cultivado por las hormigas: enfoque multidisciplinario para solucionar un problema del agro costarricense¿,06/01/2013,06/30/2018,"zompopas, control biológico, enfoque multidisciplinario",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
